,name,state,population,poverty_%,la_kids_%,la_novehicle_%,la_snap_%,fips
1657,Lincoln County,AR,14134,19.67,19.05,2.6,4.9,5079
1658,Lincoln County,CO,5467,13.28,13.92,1.23,2.74,8073
1659,Lincoln County,GA,7996,19.46,19.15,2.03,5.9,13181
1660,Lincoln County,ID,5208,13.44,32.62,0.33,3.44,16063
1661,Lincoln County,KS,3241,9.2,16.17,0.65,1.67,20105
1662,Lincoln County,KY,24742,24.0,22.3,2.39,6.59,21137
1663,Lincoln County,ME,34457,11.96,17.84,1.86,5.45,23015
1664,Lincoln County,MN,5896,10.25,17.55,1.1,2.41,27081
1665,Lincoln County,MO,52566,12.86,25.16,1.07,3.41,29113
1666,Lincoln County,MS,34869,22.33,22.56,2.02,4.78,28085
1667,Lincoln County,MT,19687,18.41,15.53,1.26,4.73,30053
1668,Lincoln County,NC,78265,14.46,22.01,1.01,4.69,37109
1669,Lincoln County,NE,36288,12.44,20.15,2.03,3.69,31111
1670,Lincoln County,NM,20497,16.38,16.63,1.27,5.28,35027
1671,Lincoln County,NV,5345,6.35,20.0,1.2,2.45,32017
1672,Lincoln County,OK,34273,14.1,23.04,1.45,4.07,40081
1673,Lincoln County,OR,46034,16.73,11.04,1.71,6.19,41041
1674,Lincoln County,SD,44828,3.8,22.49,0.37,1.01,46083
1675,Lincoln County,TN,33361,16.35,21.31,2.35,5.42,47103
1676,Lincoln County,WA,10570,12.85,15.62,0.58,3.68,53043
1677,Lincoln County,WI,28743,9.21,18.48,1.67,3.45,55069
1678,Lincoln County,WV,21720,24.23,21.86,4.08,9.29,54043
1679,Lincoln County,WY,18106,8.75,25.29,0.82,1.12,56023
1680,Lincoln Parish,LA,46735,31.0,19.17,3.1,6.1,22061
1681,Linn County,IA,211226,9.85,18.56,1.41,2.77,19113
1682,Linn County,KS,9656,16.77,16.92,1.18,2.41,20107
1683,Linn County,MO,12761,15.03,19.42,1.21,2.64,29115
1684,Linn County,OR,116672,14.41,19.75,1.59,6.12,41043
1685,Lipscomb County,TX,3302,11.31,27.59,0.91,3.06,48295
1686,Litchfield County,CT,189927,6.99,18.35,1.59,2.41,9005
1687,Little River County,AR,13171,15.49,22.15,2.92,6.26,5081
1688,Live Oak County,TX,11531,16.2,16.03,1.01,2.52,48297
1689,Livingston County,IL,38950,13.48,17.58,1.8,3.88,17105
1690,Livingston County,KY,9519,13.42,20.07,2.28,5.88,21139
1691,Livingston County,MI,180967,5.64,23.79,0.92,1.65,26093
1692,Livingston County,MO,15195,16.44,15.07,1.18,2.76,29117
1693,Livingston County,NY,65393,13.08,18.05,2.49,4.17,36051
1694,Livingston Parish,LA,128026,12.29,25.04,1.54,4.49,22063
1695,Llano County,TX,19301,11.67,13.56,1.11,2.98,48299
1696,Logan County,AR,22353,21.54,22.21,1.38,5.57,5083
1697,Logan County,CO,22709,14.61,15.77,2.36,3.08,8075
1698,Logan County,IL,30305,8.31,17.14,1.92,3.75,17107
1699,Logan County,KS,2756,7.57,13.68,0.58,2.07,20109
1700,Logan County,KY,26835,17.31,21.87,2.63,4.3,21141
1701,Logan County,ND,1990,7.51,21.11,1.26,1.31,38047
1702,Logan County,NE,763,7.86,14.29,0.0,0.92,31113
1703,Logan County,OH,45858,13.23,19.22,1.58,3.31,39091
1704,Logan County,OK,41848,13.23,23.13,1.02,3.31,40083
1705,Logan County,WV,36743,23.28,19.08,4.24,9.07,54045
1706,Long County,GA,14464,20.05,29.06,1.26,6.01,13183
1707,Lonoke County,AR,68356,12.49,24.69,1.26,3.51,5085
1708,Lorain County,OH,301356,14.04,18.37,1.82,3.56,39093
1709,Los Alamos County,NM,17950,5.24,18.27,1.47,0.52,35028
1710,Los Angeles County,CA,9818605,16.01,9.29,0.72,0.89,6037
1711,Loudon County,TN,48556,11.95,17.8,1.67,3.51,47105
1712,Loudoun County,VA,312311,3.84,20.95,0.52,0.62,51107
1713,Louisa County,IA,11387,11.24,21.99,2.04,3.22,19115
1714,Louisa County,VA,33153,12.48,21.52,1.86,4.38,51109
1715,Loup County,NE,632,8.21,22.31,0.32,0.47,31115
1716,Love County,OK,9423,13.85,23.01,1.27,3.13,40085
1717,Loving County,TX,82,18.63,10.98,0.0,4.88,48301
1718,Lowndes County,AL,11299,27.93,23.89,4.98,12.19,1085
1719,Lowndes County,GA,109233,25.87,21.19,2.14,5.38,13185
1720,Lowndes County,MS,59779,23.08,22.7,2.3,6.18,28087
1721,Lubbock County,TX,278831,19.65,17.41,1.49,3.53,48303
1722,Lucas County,IA,8898,12.06,22.95,2.34,4.47,19117
1723,Lucas County,OH,441815,20.11,16.16,2.42,4.72,39095
1724,Luce County,MI,6631,16.81,11.54,1.73,3.39,26095
1725,Lumpkin County,GA,29966,17.3,20.34,1.07,4.77,13187
1726,Luna County,NM,25095,29.9,21.69,3.24,9.15,35029
1727,Lunenburg County,VA,12914,17.97,17.77,2.35,6.09,51111
1728,Luzerne County,PA,320918,14.94,13.45,2.18,3.88,42079
1729,Lycoming County,PA,116111,14.97,17.29,2.96,5.06,42081
1730,Lyman County,SD,3755,21.49,28.44,2.13,4.37,46085
1731,Lynchburg city,VA,75568,21.54,15.17,3.61,4.22,51680
1732,Lynn County,TX,5915,19.09,19.34,1.47,4.48,48305
1733,Lyon County,IA,11581,4.87,24.08,0.75,1.73,19119
1734,Lyon County,KS,33690,16.9,17.19,1.15,2.53,20111
1735,Lyon County,KY,8314,15.64,13.84,0.55,3.96,21143
1736,Lyon County,MN,25857,14.04,21.92,2.15,2.95,27083
1737,Lyon County,NV,51980,11.73,23.24,1.42,4.42,32019
1738,Mackinac County,MI,11113,15.84,17.12,4.21,4.49,26097
1739,Macomb County,MI,840978,11.48,17.34,1.61,3.29,26099
1740,Macon County,AL,21452,26.28,19.58,4.63,9.04,1087
1741,Macon County,GA,14740,27.47,19.24,4.09,7.5,13193
1742,Macon County,IL,110768,17.4,19.23,3.05,5.71,17115
1743,Macon County,MO,15566,15.05,20.98,2.15,3.54,29121
1744,Macon County,NC,33922,16.8,17.91,1.96,4.71,37113
1745,Macon County,TN,22248,17.89,21.99,1.07,5.87,47111
1746,Macoupin County,IL,47765,13.36,17.81,1.34,4.34,17117
1747,Madera County,CA,150865,21.1,21.01,0.97,3.28,6039
1748,Madison County,AL,334811,14.2,19.95,1.55,3.36,1089
1749,Madison County,AR,15717,16.98,21.29,1.65,3.19,5087
1750,Madison County,FL,19224,28.72,17.86,2.74,5.39,12079
1751,Madison County,GA,28120,17.44,23.89,1.13,5.06,13195
1752,Madison County,IA,15679,6.68,20.61,1.07,2.03,19121
1753,Madison County,ID,37536,31.44,23.23,0.8,2.61,16065
1754,Madison County,IL,269282,13.95,19.85,2.19,4.46,17119
1755,Madison County,IN,131636,17.02,19.61,2.37,4.53,18095
1756,Madison County,KY,82916,21.48,19.74,1.76,4.96,21151
1757,Madison County,MO,12226,15.6,20.83,1.95,5.07,29123
1758,Madison County,MS,95203,11.52,24.01,1.09,2.68,28089
1759,Madison County,MT,7691,10.86,16.1,1.09,1.4,30057
1760,Madison County,NC,20764,17.46,19.09,1.82,6.18,37115
1761,Madison County,NE,34876,15.77,16.06,1.29,2.61,31119
1762,Madison County,NY,73442,9.94,19.61,1.88,4.05,36053
1763,Madison County,OH,43435,9.11,20.91,1.63,4.04,39097
1764,Madison County,TN,98294,20.47,20.8,2.64,5.56,47113
1765,Madison County,TX,13664,14.98,17.26,0.74,2.73,48313
1766,Madison County,VA,13308,8.37,22.14,1.56,3.67,51113
1767,Madison Parish,LA,12093,37.01,17.13,2.89,5.33,22065
1768,Magoffin County,KY,13333,27.58,22.83,3.53,13.13,21153
1769,Mahaska County,IA,22381,14.26,19.82,1.77,3.78,19123
1770,Mahnomen County,MN,5413,20.87,24.72,2.11,5.76,27087
1771,Mahoning County,OH,238823,18.26,17.29,2.7,6.31,39099
1772,Major County,OK,7527,12.02,18.91,1.2,2.44,40093
1773,Malheur County,OR,31313,22.28,19.11,1.28,6.59,41045
1774,Manassas Park city,VA,14273,9.72,21.52,0.92,1.9,51685
1775,Manassas city,VA,37821,8.65,15.55,0.49,1.43,51683
1776,Manatee County,FL,322833,12.63,14.8,1.43,2.82,12081
1777,Manistee County,MI,24733,13.11,14.08,1.6,3.66,26101
1778,Manitowoc County,WI,81442,10.71,19.01,1.94,3.23,55071
1779,Marathon County,WI,134063,9.48,20.91,1.53,2.89,55073
1780,Marengo County,AL,21027,21.88,19.47,2.84,6.69,1091
1781,Maricopa County,AZ,3817117,14.88,17.35,1.24,2.18,4013
1782,Maries County,MO,9176,16.29,21.67,3.05,4.15,29125
1783,Marin County,CA,252409,7.37,10.24,0.73,0.42,6041
1784,Marinette County,WI,41749,13.23,17.09,1.82,4.33,55075
1785,Marion County,AL,30776,17.39,19.81,1.64,5.46,1093
1786,Marion County,AR,16653,20.87,16.0,2.59,5.48,5089
1787,Marion County,FL,331298,16.6,17.62,1.8,5.79,12083
1788,Marion County,GA,8742,20.97,23.34,2.55,7.71,13197
1789,Marion County,IA,33309,9.62,22.14,1.74,3.6,19125
1790,Marion County,IL,39437,18.05,19.99,2.44,7.25,17121
1791,Marion County,IN,903393,19.07,18.91,2.5,4.24,18097
1792,Marion County,KS,12660,9.29,16.76,1.31,1.39,20115
1793,Marion County,KY,19820,21.82,23.4,2.56,7.77,21155
1794,Marion County,MO,28781,18.79,17.22,1.71,3.74,29127
1795,Marion County,MS,27088,28.65,25.28,2.81,7.13,28091
1796,Marion County,OH,66501,15.08,19.46,2.69,5.68,39101
1797,Marion County,OR,315335,15.36,18.19,1.13,4.24,41047
1798,Marion County,SC,33062,24.25,22.14,4.29,9.52,45067
1799,Marion County,TN,28237,18.32,20.67,2.05,6.22,47115
1800,Marion County,TX,10546,20.68,17.53,1.92,8.22,48315
1801,Marion County,WV,56418,17.69,15.95,1.9,4.59,54049
1802,Mariposa County,CA,18251,13.99,16.72,1.29,4.14,6043
1803,Marlboro County,SC,28933,26.23,19.9,3.7,7.87,45069
1804,Marquette County,MI,67077,17.92,14.89,1.78,3.51,26103
1805,Marquette County,WI,15404,11.43,18.03,1.53,4.89,55077
1806,Marshall County,AL,93019,21.52,21.39,1.44,5.05,1095
1807,Marshall County,IA,40648,10.93,20.9,2.16,3.71,19127
1808,Marshall County,IL,12640,11.09,16.61,0.89,2.83,17123
1809,Marshall County,IN,47051,11.51,23.85,2.25,2.6,18099
1810,Marshall County,KS,10117,9.44,18.83,1.55,2.04,20117
1811,Marshall County,KY,31448,11.42,20.06,1.87,3.99,21157
1812,Marshall County,MN,9439,7.46,21.64,1.53,1.86,27089
1813,Marshall County,MS,37144,18.27,22.03,1.71,4.72,28093
1814,Marshall County,OK,15840,16.05,23.4,1.61,5.07,40095
1815,Marshall County,SD,4656,8.26,17.5,0.95,1.68,46091
1816,Marshall County,TN,30617,14.64,23.02,1.65,4.24,47117
1817,Marshall County,WV,33107,15.16,17.92,2.29,4.04,54051
1818,Martin County,FL,146318,10.77,13.81,1.68,2.34,12085
1819,Martin County,IN,10334,12.49,20.18,0.86,2.99,18101
1820,Martin County,KY,12929,26.41,19.63,2.73,9.28,21159
1821,Martin County,MN,20840,13.03,19.1,1.8,2.78,27091
1822,Martin County,NC,24505,18.12,20.15,2.56,6.31,37117
1823,Martin County,TX,4799,10.95,23.69,0.0,1.04,48317
1824,Martinsville city,VA,13821,26.08,17.08,4.63,8.94,51690
1825,Mason County,IL,14666,15.39,19.06,1.6,6.62,17125
1826,Mason County,KY,17490,18.05,19.66,2.65,4.56,21161
1827,Mason County,MI,28705,15.15,17.93,1.44,4.33,26105
1828,Mason County,TX,4012,14.74,20.09,1.12,3.32,48319
1829,Mason County,WA,60699,14.95,19.03,1.17,6.46,53045
1830,Mason County,WV,27324,17.71,20.5,2.99,6.53,54053
1831,Massac County,IL,15429,18.24,18.08,2.08,5.65,17127
1832,Matagorda County,TX,36702,20.23,21.49,1.89,5.13,48321
1833,Matanuska-Susitna Borough,AK,88995,10.67,26.9,1.05,3.34,2170
1834,Mathews County,VA,8978,10.8,17.74,1.29,3.72,51115
1835,Maui County,HI,154834,9.89,15.91,0.99,2.26,15009
1836,Maury County,TN,80956,12.85,20.75,1.15,4.02,47119
1837,Maverick County,TX,54258,26.59,26.04,1.07,6.44,48323
1838,Mayes County,OK,41259,17.67,22.35,1.45,5.78,40097
1839,McClain County,OK,34506,9.33,24.87,0.86,2.69,40087
1840,McCone County,MT,1734,7.74,12.92,0.0,0.0,30055
1841,McCook County,SD,5618,9.78,20.59,0.98,2.1,46087
1842,McCormick County,SC,10233,19.57,13.31,2.41,7.24,45065
1843,McCracken County,KY,65565,16.07,19.87,2.8,5.05,21145
1844,McCreary County,KY,18306,37.56,21.73,3.33,10.8,21147
1845,McCulloch County,TX,8283,16.36,19.41,2.37,4.47,48307
1846,McCurtain County,OK,33151,22.93,22.54,2.54,6.9,40089
1847,McDonald County,MO,23083,19.5,25.81,1.79,5.0,29119
1848,McDonough County,IL,32612,29.57,13.28,2.81,5.03,17109
1849,McDowell County,NC,44996,17.29,19.11,2.03,6.72,37111
1850,McDowell County,WV,22113,33.19,18.42,5.59,12.32,54047
1851,McDuffie County,GA,21875,25.07,23.42,3.18,7.59,13189
1852,McHenry County,IL,308760,7.08,23.95,0.97,2.1,17111
1853,McHenry County,ND,5395,8.7,17.78,1.15,3.19,38049
1854,McIntosh County,GA,14333,20.09,20.06,1.7,6.98,13191
1855,McIntosh County,ND,2809,8.1,9.51,0.64,0.96,38051
1856,McIntosh County,OK,20252,21.51,17.61,1.41,6.84,40091
1857,McKean County,PA,43450,16.4,16.34,2.18,4.55,42083
1858,McKenzie County,ND,6360,16.79,20.03,0.61,0.83,38053
1859,McKinley County,NM,71492,36.4,28.46,3.06,7.55,35031
1860,McLean County,IL,169572,17.72,17.73,1.66,2.74,17113
1861,McLean County,KY,9531,17.04,19.64,1.52,5.1,21149
1862,McLean County,ND,8962,8.25,17.05,1.07,1.56,38055
1863,McLennan County,TX,234906,19.38,22.13,1.91,4.2,48309
1864,McLeod County,MN,36651,8.88,23.43,1.53,2.46,27085
1865,McMinn County,TN,52266,19.75,20.38,1.91,5.83,47107
1866,McMullen County,TX,707,12.84,16.83,1.84,2.12,48311
1867,McNairy County,TN,26075,20.84,22.12,2.28,8.85,47109
1868,McPherson County,KS,29180,9.91,19.33,1.24,1.91,20113
1869,McPherson County,NE,539,16.96,28.01,0.37,1.11,31117
1870,McPherson County,SD,2459,15.36,17.97,0.61,2.24,46089
1871,Meade County,KS,4575,12.11,28.48,1.33,2.54,20119
1872,Meade County,KY,28602,11.6,26.47,1.22,4.23,21163
1873,Meade County,SD,25434,7.58,21.9,0.48,2.34,46093
1874,Meagher County,MT,1891,15.04,19.3,1.37,4.28,30059
1875,Mecklenburg County,NC,919628,12.95,18.05,1.39,2.47,37119
1876,Mecklenburg County,VA,32727,18.84,17.83,3.39,4.8,51117
1877,Mecosta County,MI,42798,25.48,19.76,2.46,5.3,26107
1878,Medina County,OH,172332,6.48,21.46,0.94,1.65,39103
1879,Medina County,TX,46006,10.06,23.68,1.63,3.55,48325
1880,Meeker County,MN,23300,7.61,24.31,1.96,3.19,27093
1881,Meigs County,OH,23770,22.56,22.31,2.89,9.65,39105
1882,Meigs County,TN,11753,16.99,20.61,1.94,7.5,47121
1883,Mellette County,SD,2048,48.32,22.66,2.83,6.49,46095
1884,Menard County,IL,12705,9.67,21.63,1.37,3.79,17129
1885,Menard County,TX,2242,9.88,11.2,2.63,3.17,48327
1886,Mendocino County,CA,87841,18.58,13.54,1.11,2.78,6045
1887,Menifee County,KY,6306,22.84,22.85,3.0,8.18,21165
1888,Menominee County,MI,24029,12.95,18.35,2.8,4.34,26109
1889,Menominee County,WI,4232,32.59,25.09,2.98,7.09,55078
1890,Merced County,CA,255793,22.94,20.12,0.98,3.09,6047
1891,Mercer County,IL,16434,11.5,21.69,2.25,3.94,17131
1892,Mercer County,KY,21331,16.1,23.02,2.43,5.22,21167
1893,Mercer County,MO,3785,10.89,25.44,2.17,2.38,29129
1894,Mercer County,ND,8424,7.07,17.37,0.44,1.79,38057
1895,Mercer County,NJ,366513,11.27,14.3,1.93,1.37,34021
1896,Mercer County,OH,40814,6.91,20.58,1.08,2.09,39107
1897,Mercer County,PA,116638,14.63,19.12,2.86,5.43,42085
1898,Mercer County,WV,62264,19.87,17.85,3.45,8.29,54055
1899,Meriwether County,GA,21992,21.47,21.43,3.77,7.58,13199
1900,Merrick County,NE,7845,10.6,21.01,1.99,2.38,31121
1901,Merrimack County,NH,146445,7.27,19.83,1.54,2.45,33013
1902,Mesa County,CO,146723,16.01,19.05,1.0,3.45,8077
1903,Metcalfe County,KY,10099,23.63,23.47,1.23,7.77,21169
1904,Miami County,IN,36903,17.72,19.1,1.13,3.87,18103
1905,Miami County,KS,32787,8.1,25.0,1.18,2.89,20121
1906,Miami County,OH,102506,9.53,19.35,1.32,2.6,39109
1907,Miami-Dade County,FL,2496435,18.05,9.24,0.85,2.76,12086
1908,Middlesex County,CT,165676,7.2,18.36,1.58,2.33,9007
1909,Middlesex County,MA,1503085,8.13,14.33,1.47,1.32,25017
1910,Middlesex County,NJ,809858,8.86,14.12,1.24,1.04,34023
1911,Middlesex County,VA,10959,8.45,14.99,1.93,4.33,51119
1912,Midland County,MI,83629,10.79,21.55,1.84,4.13,26111
1913,Midland County,TX,136872,8.99,21.18,0.89,1.88,48329
1914,Mifflin County,PA,46682,14.53,20.56,3.4,5.1,42087
1915,Milam County,TX,24757,14.86,20.77,1.41,4.23,48331
1916,Millard County,UT,12503,11.37,24.41,0.68,1.98,49027
1917,Mille Lacs County,MN,26097,12.32,21.87,1.86,3.29,27095
1918,Miller County,AR,43462,22.2,21.46,2.86,4.66,5091
1919,Miller County,GA,6125,23.16,19.61,2.37,5.83,13201
1920,Miller County,MO,24748,18.09,21.34,1.15,4.55,29131
1921,Mills County,IA,15059,8.79,20.46,0.79,2.19,19129
1922,Mills County,TX,4936,16.62,18.96,1.05,1.78,48333
1923,Milwaukee County,WI,947735,20.59,12.7,2.41,3.69,55079
1924,Miner County,SD,2389,9.07,24.11,1.0,3.47,46097
1925,Mineral County,CO,712,12.03,9.27,0.56,0.7,8079
1926,Mineral County,MT,4223,17.18,14.44,1.4,6.63,30061
1927,Mineral County,NV,4772,20.65,18.32,4.74,6.52,32021
1928,Mineral County,WV,28212,14.6,18.57,2.96,3.93,54057
1929,Mingo County,WV,26839,28.94,21.46,5.41,12.64,54059
1930,Minidoka County,ID,20069,19.17,25.27,0.76,2.94,16067
1931,Minnehaha County,SD,169468,11.19,18.26,1.42,2.62,46099
1932,Missaukee County,MI,14849,15.5,22.73,1.33,5.7,26113
1933,Mississippi County,AR,46480,26.14,22.41,2.93,6.7,5093
1934,Mississippi County,MO,14358,24.99,11.1,1.43,5.76,29133
1935,Missoula County,MT,109299,15.45,14.83,1.1,2.8,30063
1936,Mitchell County,GA,23498,23.64,19.87,2.98,6.62,13205
1937,Mitchell County,IA,10776,9.08,20.14,1.51,1.42,19131
1938,Mitchell County,KS,6373,16.44,15.0,0.97,1.49,20123
1939,Mitchell County,NC,15579,13.89,18.15,2.36,5.9,37121
1940,Mitchell County,TX,9403,9.09,15.91,0.78,1.77,48335
1941,Mobile County,AL,412992,19.88,19.62,1.81,4.84,1097
1942,Modoc County,CA,9686,16.23,18.07,0.88,2.69,6049
1943,Moffat County,CO,13795,13.79,20.7,1.04,2.95,8081
1944,Mohave County,AZ,200186,17.49,17.5,1.86,5.46,4015
1945,Moniteau County,MO,15607,13.49,18.9,1.67,1.85,29135
1946,Monmouth County,NJ,630380,7.47,17.88,1.55,1.48,34025
1947,Mono County,CA,14202,10.37,14.9,0.76,1.39,6051
1948,Monona County,IA,9243,15.85,14.67,0.98,3.61,19133
1949,Monongalia County,WV,96189,23.48,13.89,2.17,2.95,54061
1950,Monroe County,AL,23068,30.86,23.66,4.01,5.76,1099
1951,Monroe County,AR,8149,27.94,18.46,4.21,7.12,5095
1952,Monroe County,FL,73090,12.03,10.34,1.78,1.99,12087
1953,Monroe County,GA,26424,14.81,21.72,1.74,3.34,13207
1954,Monroe County,IA,7970,11.56,16.7,1.64,3.56,19135
1955,Monroe County,IL,32957,4.9,22.87,1.23,1.56,17133
1956,Monroe County,IN,137974,29.01,13.83,1.87,2.34,18105
1957,Monroe County,KY,10963,24.44,19.72,3.04,4.97,21171
1958,Monroe County,MI,152021,10.69,20.25,1.42,3.58,26115
1959,Monroe County,MO,8840,14.11,20.84,2.12,3.38,29137
1960,Monroe County,MS,36989,18.53,21.96,2.05,5.42,28095
1961,Monroe County,NY,744344,15.14,16.87,2.7,3.6,36055
1962,Monroe County,OH,14642,16.59,19.72,2.56,5.38,39111
1963,Monroe County,PA,169842,11.71,22.02,1.4,3.78,42089
1964,Monroe County,TN,44519,19.37,20.88,1.4,6.63,47123
1965,Monroe County,WI,44673,12.68,23.68,2.57,3.53,55081
1966,Monroe County,WV,13502,16.49,21.02,2.68,7.01,54063
1967,Montague County,TX,19719,14.24,20.11,0.98,3.99,48337
1968,Montcalm County,MI,63342,16.49,22.04,2.14,4.9,26117
1969,Monterey County,CA,415057,13.69,12.97,0.54,0.94,6053
1970,Montezuma County,CO,25535,16.28,20.04,0.93,4.21,8083
1971,Montgomery County,AL,229363,21.6,19.28,2.68,6.02,1101
1972,Montgomery County,AR,9487,18.99,20.15,2.26,6.3,5097
1973,Montgomery County,GA,9123,20.78,20.61,1.78,6.34,13209
1974,Montgomery County,IA,10740,16.4,16.47,1.34,4.63,19137
1975,Montgomery County,IL,30104,15.86,18.68,2.0,4.6,17135
1976,Montgomery County,IN,38124,10.37,19.04,1.04,2.87,18107
1977,Montgomery County,KS,35471,18.6,19.54,2.33,4.98,20125
1978,Montgomery County,KY,26499,20.86,22.47,2.01,6.82,21173
1979,Montgomery County,MD,971777,6.77,15.39,0.9,1.19,24031
1980,Montgomery County,MO,12236,17.02,19.97,1.28,4.0,29139
1981,Montgomery County,MS,10925,27.37,21.53,2.14,6.73,28097
1982,Montgomery County,NC,27798,19.96,22.36,1.86,5.43,37123
1983,Montgomery County,NY,50219,19.9,22.02,5.21,7.83,36057
1984,Montgomery County,OH,535153,18.1,17.51,2.88,4.65,39113
1985,Montgomery County,PA,799874,6.24,16.94,1.34,1.43,42091
1986,Montgomery County,TN,172331,14.21,24.65,1.24,3.85,47125
1987,Montgomery County,TX,455746,10.23,23.8,0.91,2.07,48339
1988,Montgomery County,VA,94392,22.29,12.59,1.43,1.94,51121
1989,Montmorency County,MI,9765,16.53,15.17,1.78,5.28,26119
1990,Montour County,PA,18267,11.05,16.48,2.39,2.08,42093
1991,Montrose County,CO,41276,16.56,20.82,1.46,3.36,8085
1992,Moody County,SD,6486,14.76,19.98,0.79,1.94,46101
1993,Moore County,NC,88247,12.3,19.93,1.67,3.65,37125
1994,Moore County,TN,6362,7.9,22.01,1.27,4.06,47127
1995,Moore County,TX,21904,15.51,23.01,0.83,2.05,48341
1996,Mora County,NM,4881,19.34,21.35,2.68,13.52,35033
1997,Morehouse Parish,LA,27979,27.99,21.36,3.34,6.23,22067
1998,Morgan County,AL,119490,16.01,21.19,1.71,4.53,1103
1999,Morgan County,CO,28159,9.97,21.17,1.02,3.25,8087
2000,Morgan County,GA,17868,10.4,23.59,1.64,5.06,13211
2001,Morgan County,IL,35547,15.28,19.39,2.2,5.13,17137
2002,Morgan County,IN,68894,11.25,21.04,0.94,2.39,18109
2003,Morgan County,KY,13923,24.87,20.18,2.29,9.34,21175
2004,Morgan County,MO,20565,22.43,20.38,2.88,5.24,29141
2005,Morgan County,OH,15054,19.03,20.84,2.06,6.68,39115
2006,Morgan County,TN,21987,21.59,19.85,1.64,8.46,47129
2007,Morgan County,UT,9469,2.95,32.58,0.16,0.55,49029
2008,Morgan County,WV,17541,8.31,20.16,1.92,5.41,54065
2009,Morrill County,NE,5042,8.74,21.54,1.21,3.53,31123
2010,Morris County,KS,5923,9.32,18.15,1.77,1.77,20127
2011,Morris County,NJ,492276,4.67,18.66,1.01,0.68,34027
2012,Morris County,TX,12934,16.04,19.63,1.87,5.26,48343
2013,Morrison County,MN,33198,11.07,22.23,1.88,3.06,27097
2014,Morrow County,OH,34827,10.18,24.62,2.0,3.63,39117
2015,Morrow County,OR,11173,15.27,24.03,0.91,4.99,41049
2016,Morton County,KS,3233,7.41,13.39,0.46,0.31,20129
2017,Morton County,ND,27471,8.1,19.06,1.3,1.44,38059
2018,Motley County,TX,1210,9.6,14.79,2.48,4.13,48345
2019,Moultrie County,IL,14846,9.13,21.14,3.22,2.28,17139
2020,Mountrail County,ND,7673,10.05,11.95,1.03,0.44,38061
2021,Mower County,MN,39163,13.1,20.35,2.44,3.2,27099
2022,Muhlenberg County,KY,31499,17.41,18.87,1.88,5.57,21177
2023,Multnomah County,OR,735334,15.27,9.82,1.27,2.58,41051
2024,Murray County,GA,39628,15.45,25.3,1.31,5.34,13213
2025,Murray County,MN,8725,7.39,16.45,0.96,1.58,27101
2026,Murray County,OK,13488,14.8,20.25,1.41,3.88,40099
2027,Muscatine County,IA,42745,10.28,19.2,1.07,2.16,19139
2028,Muscogee County,GA,189885,22.34,18.89,3.0,5.16,13215
2029,Muskegon County,MI,172188,17.64,22.22,2.5,6.31,26121
2030,Muskingum County,OH,86074,16.48,21.53,2.3,6.87,39119
2031,Muskogee County,OK,70990,20.9,18.63,2.17,5.47,40101
2032,Musselshell County,MT,4538,19.07,11.72,0.53,3.22,30065
2033,Nacogdoches County,TX,64524,25.32,20.91,1.94,5.13,48347
2034,Nance County,NE,3735,11.31,12.42,0.43,2.14,31125
2035,Nantucket County,MA,10172,8.67,13.79,1.25,0.8,25019
2036,Napa County,CA,136484,8.58,13.05,0.94,0.93,6055
2037,Nash County,NC,95840,15.73,20.59,2.28,5.37,37127
2038,Nassau County,FL,73314,10.32,20.46,1.48,3.94,12089
2039,Nassau County,NY,1339532,5.73,10.14,0.69,0.46,36059
2040,Natchitoches Parish,LA,39566,34.21,19.05,2.9,8.16,22069
2041,Natrona County,WY,75450,9.72,19.86,1.36,2.22,56025
2042,Navajo County,AZ,107449,28.25,26.43,2.82,6.84,4017
2043,Navarro County,TX,47735,18.31,23.44,2.3,5.88,48349
2044,Nelson County,KY,43437,11.04,23.4,1.95,4.0,21179
2045,Nelson County,ND,3126,10.52,17.91,1.06,3.01,38063
2046,Nelson County,VA,15020,12.68,18.95,2.59,4.67,51125
2047,Nemaha County,KS,10178,9.96,22.01,1.19,1.29,20131
2048,Nemaha County,NE,7248,12.34,12.54,0.68,1.49,31127
2049,Neosho County,KS,16512,17.17,19.22,2.12,3.93,20133
2050,Neshoba County,MS,29676,23.43,25.98,2.46,5.93,28099
2051,Ness County,KS,3107,7.63,15.38,0.19,1.03,20135
2052,Nevada County,AR,8997,28.2,20.97,2.11,8.37,5099
2053,Nevada County,CA,98764,11.56,16.45,0.86,1.81,6057
2054,New Castle County,DE,538479,11.93,16.7,1.5,2.39,10003
2055,New Hanover County,NC,202667,17.81,15.11,1.72,3.41,37129
2056,New Haven County,CT,862477,12.08,16.6,2.39,3.54,9009
2057,New Kent County,VA,18429,4.89,21.38,0.79,2.12,51127
2058,New London County,CT,274055,10.48,18.8,1.54,3.38,9011
2059,New Madrid County,MO,18956,23.21,19.58,3.1,8.88,29143
2060,New York County,NY,1585873,16.49,0.0,0.0,0.0,36061
2061,Newaygo County,MI,48460,17.79,22.66,1.55,6.1,26123
2062,Newberry County,SC,37508,18.94,22.16,2.7,6.37,45071
2063,Newport County,RI,82888,8.89,15.78,1.79,2.82,44005
2064,Newport News city,VA,180719,15.85,15.1,2.32,2.96,51700
2065,Newton County,AR,8330,14.34,20.78,1.57,5.02,5101
